dataset	cluster_id	reviewer	raw_label	normalised_label	provided_cl_id	reviewer_confidence	markers	tissue	species	condition	candidate_ids	candidate_labels	candidate_scores	component_cl_ids	component_labels	component_agreement	final_status	decision	cl_id	canonical_label	mapping_method	specificity_relation	conf_cat	reason	proposed_cl_id	proposed_canonical_label	single_cl_ready	adjudication_ready	evaluation_ready	editor_input_type	mapper_a_status	mapper_a_rank	mapper_a_cl_id	mapper_a_specificity	mapper_a_confidence	mapper_b_status	mapper_b_rank	mapper_b_cl_id	mapper_b_specificity	mapper_b_confidence	ab_clid_agreement	ab_specificity_agreement	verifier_called	verifier_verdict	verifier_reason	verifier_action	hash_a	hash_b	hash_v	source_file	source_run_id	model	prompt_version	pipeline_version	ontology_version	ontology_checksum	temperature	max_tokens	top_k	marker_limit
Census_immune	cluster_2	in_house	T cell	tcell	CL:0000084	0	NA	blood	human	healthy_immune	CL:0000084	T cell	NA	NA	NA	NA	mapped	deterministic	CL:0000084	T cell	provided_valid_clid	exact	NA	deterministic	CL:0000084	T cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_3	in_house	hematopoietic precursor cell	hematopoieticprecursorcell	CL:0008001	8	NA	blood	human	healthy_immune	CL:0008001	hematopoietic precursor cell	NA	NA	NA	NA	mapped	deterministic	CL:0008001	hematopoietic precursor cell	provided_valid_clid	exact	NA	deterministic	CL:0008001	hematopoietic precursor cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_4	in_house	dendritic cell	dendriticcell	CL:0000451	0	NA	blood	human	healthy_immune	CL:0000451	dendritic cell	NA	NA	NA	NA	mapped	deterministic	CL:0000451	dendritic cell	provided_valid_clid	exact	NA	deterministic	CL:0000451	dendritic cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_5	in_house	T cell	tcell	CL:0000084	0	NA	blood	human	healthy_immune	CL:0000084	T cell	NA	NA	NA	NA	mapped	deterministic	CL:0000084	T cell	provided_valid_clid	exact	NA	deterministic	CL:0000084	T cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_6	in_house	erythroid lineage cell	erythroidlineagecell	CL:0000764	0	NA	blood	human	healthy_immune	CL:0000764	erythroid lineage cell	NA	NA	NA	NA	mapped	deterministic	CL:0000764	erythroid lineage cell	provided_valid_clid	exact	NA	deterministic	CL:0000764	erythroid lineage cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_7	in_house	megakaryocyte	megakaryocyte	CL:0000556	0	NA	blood	human	healthy_immune	CL:0000556	megakaryocyte	NA	NA	NA	NA	mapped	deterministic	CL:0000556	megakaryocyte	provided_valid_clid	exact	NA	deterministic	CL:0000556	megakaryocyte	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_8	in_house	immune cell	immunecell	CL:0008019	5	VGLL3|MDFI|CP|AMOTL2|TIMP4|PPIC|CCN1|GHR|SRPX|FMO3|LIFR|APOD|C1QTNF1|ECM2|CHRDL1	blood	human	healthy_immune	CL:0000823|CL:0000816|CL:0002420|CL:0000914|CL:0002039	immature natural killer cell|immature B cell|immature T cell|immature NK T cell|immature NK T cell stage I	0.91|0.905|0.905|0.899|0.854	NA	NA	NA	ambiguous	ab_consistent_ambiguous	NA	NA	evidence_llm_abstain	exact	NA	Mapper A/B consistently returned ambiguous	NA	NA	FALSE	TRUE	FALSE	candidate_set	ambiguous	NA	NA	exact	low	ambiguous	NA	NA	exact	low	FALSE	TRUE	FALSE	NA	NA	NA	cfbee5ddc3981ac9e65798f433cd9953134fffb959ab4b610823bbfdc16cc8cd	25e9a7d66abedf665f44e51687fb93b55c58e13ed3729d55b8c72ccf38b467ac	NA	07_our_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_9	in_house	B cell	bcell	CL:0000236	0	NA	blood	human	healthy_immune	CL:0000236	B cell	NA	NA	NA	NA	mapped	deterministic	CL:0000236	B cell	provided_valid_clid	exact	NA	deterministic	CL:0000236	B cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_1	enrichment	classical monocyte	classicalmonocyte	CL:0000860	NA	NA	blood	human	healthy_immune	CL:0000860	classical monocyte	NA	NA	NA	NA	mapped	deterministic	CL:0000860	classical monocyte	provided_valid_clid	exact	NA	deterministic	CL:0000860	classical monocyte	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_10	enrichment	Naive/Quiescent CD4+ T cell (progenitor-like)	naivequiescentcd4positiveitivetcellprogenitorlike	NA	NA	WHAMM|ID3|OCIAD2|BTG3|IL6ST|SOX4|CAMK4|CD6|DDIT3|ITM2A|STK17A|LEF1|SATB1|TOB1|SBDS|NDFIP1|RHOH|SARAF|FHIT|IL7R	blood	human	healthy_immune	CL:0000895|CL:0000900|CL:0001045|CL:0000898|CL:4033038	naive thymus-derived CD4-positive, alpha-beta T cell|naive thymus-derived CD8-positive, alpha-beta T cell|naive CCR4-positive regulatory T cell|naive T cell|lung resident memory CD4-positive, alpha-beta T cell	0.833|0.826|0.82|0.768|0.763	NA	NA	NA	review	verifier_review	NA	NA	evidence_llm_abstain	exact	high	A/B consistent; spec=exact | verifier: Label includes 'Quiescent' and 'progenitor-like' which are states not captured by the selected CL term; also 'Naive/Quiescent' may imply a state rather than a distinct identity. The selected term is a naive CD4 T cell, which is supported by markers, but the extra qualifiers suggest potential over-specification or state conflation.	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	FALSE	TRUE	FALSE	candidate_set	mapped	1	CL:0000895	exact	high	mapped	5	CL:0000895	exact	high	TRUE	TRUE	TRUE	review	Label includes 'Quiescent' and 'progenitor-like' which are states not captured by the selected CL term; also 'Naive/Quiescent' may imply a state rather than a distinct identity. The selected term is a naive CD4 T cell, which is supported by markers, but the extra qualifiers suggest potential over-specification or state conflation.	user_review	61f6935a074ef9eb4286226e887fd4e45dbd4f0c5f31a4fc57db8bb1dea00c73	307591837ea435bb36e61ba7902bb5379c3c984442563ee88cc1ce0ab3dcba94	d97c4bfe6e7dce7daa2d88c815305df716ab0f8fd2743b1c181bc448dffebaa2	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_11	enrichment	stem cell memory CD8-positive, alpha-beta T cell	stemcellmemorycd8positiveitivepositivealphabetatcell	CL:0020034	NA	MAL|TRAC|RGCC|BCL11B|FLT3LG|KLF2|LEPROTL1|CD3D|IL32|CD2|JUNB|GIMAP7|CD3E|CD3G|LTB|CD27|ZFP36L2|LIME1|TRBC1|CLEC2D	blood	human	healthy_immune	CL:0000913|CL:0000905|CL:0000907|CL:0000904|CL:0000034	effector memory CD8-positive, alpha-beta T cell|effector memory CD4-positive, alpha-beta T cell|central memory CD8-positive, alpha-beta T cell|central memory CD4-positive, alpha-beta T cell|stem cell	0.917|0.904|0.885|0.865|0.831	NA	NA	NA	review	verifier_review	NA	NA	evidence_llm_abstain	exact	high	A/B consistent; spec=exact | verifier: The label specifies 'stem cell memory' CD8-positive alpha-beta T cell, but the proposed mapping is to 'central memory' CD8-positive alpha-beta T cell. Stem cell memory T cells are a distinct subset from central memory T cells, and the candidate list does not include a stem cell memory T cell term. The markers do not discriminate between stem cell memory and central memory, as both share T cell markers. The mapping is over-specified and does not match the label.	CL:0000907	central memory CD8-positive, alpha-beta T cell	FALSE	TRUE	FALSE	candidate_set	mapped	3	CL:0000907	exact	high	mapped	3	CL:0000907	exact	high	TRUE	TRUE	TRUE	review	The label specifies 'stem cell memory' CD8-positive alpha-beta T cell, but the proposed mapping is to 'central memory' CD8-positive alpha-beta T cell. Stem cell memory T cells are a distinct subset from central memory T cells, and the candidate list does not include a stem cell memory T cell term. The markers do not discriminate between stem cell memory and central memory, as both share T cell markers. The mapping is over-specified and does not match the label.	user_review	35eddcd051086efde5be38b1b3ad6a8af9486d1c274b9904a0c90345c96cc45e	eea41c684392a68b83292b6357c74fd3bb9b4982d0544c806a5897ac28e25c76	fd3e4e00090b8cfa599ed3ccde8cff97b13146aa7cb8bc5366b6f2d13a191e7c	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_12	enrichment	natural killer cell	naturalkillercell	CL:0000623	NA	NA	blood	human	healthy_immune	CL:0000623	natural killer cell	NA	NA	NA	NA	mapped	deterministic	CL:0000623	natural killer cell	provided_valid_clid	exact	NA	deterministic	CL:0000623	natural killer cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_13	enrichment	plasma cell	plasmacell	CL:0000786	NA	NA	blood	human	healthy_immune	CL:0000786	plasma cell	NA	NA	NA	NA	mapped	deterministic	CL:0000786	plasma cell	provided_valid_clid	exact	NA	deterministic	CL:0000786	plasma cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_14	enrichment	plasmacytoid dendritic cell	plasmacytoiddendriticcell	CL:0000784	NA	NA	blood	human	healthy_immune	CL:0000784	plasmacytoid dendritic cell	NA	NA	NA	NA	mapped	deterministic	CL:0000784	plasmacytoid dendritic cell	provided_valid_clid	exact	NA	deterministic	CL:0000784	plasmacytoid dendritic cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_15	enrichment	Plasma cell / differentiated B cell (likely plasmablast or plasma cell)	plasmacelldifferentiatedbcelllikelyplasmablastorplasmacell	NA	NA	CFAP73|ACSM3|MME|CCDC191|IRF4|PCDH9|H1-2|VPREB1|IGLC1|TCL1A|CD24|CCDC112|NEIL1|BCL7A|CD79B|VPREB3|RUBCNL|FCRLA|H2AC6|LHPP	blood	human	healthy_immune	CL:0000786|CL:0009033|CL:0009059|CL:0000784|CL:2000062	plasma cell|plasma cell of appendix|plasma cell of medullary sinus of lymph node|plasmacytoid dendritic cell|placental villus capillary endothelial cell	0.834|0.808|0.802|0.793|0.79	NA	NA	NA	mapped_evidence	accept_after_verifier	CL:0000786	plasma cell	evidence_llm	exact	high	A/B consistent; spec=exact	CL:0000786	plasma cell	TRUE	TRUE	TRUE	single_cl_id	mapped	1	CL:0000786	exact	high	mapped	5	CL:0000786	exact	high	TRUE	TRUE	TRUE	accept	NA	accept	84a493363998bb85546d434ed68908a3023b71558118bbdb2109aaea62fb20f7	4850c88ea89cac3156591f62c3bb0b7f5e2643bda2d95f72a484f315e49dcdf4	b32b841f4d44c42a4c01628b7b0aee6128049096c2b6e96205be5b6e9e051a5f	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_16	enrichment	pro-B cell	probcell	CL:0000826	NA	NA	blood	human	healthy_immune	CL:0000826	pro-B cell	NA	NA	NA	NA	mapped	deterministic	CL:0000826	pro-B cell	provided_valid_clid	exact	NA	deterministic	CL:0000826	pro-B cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_2	enrichment	naive thymus-derived CD8-positive, alpha-beta T cell	naivethymusderivedcd8positiveitivepositivealphabetatcell	CL:0000900	NA	NA	blood	human	healthy_immune	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	NA	NA	NA	NA	mapped	deterministic	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	provided_valid_clid	exact	NA	deterministic	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_3	enrichment	Hematopoietic Stem/Progenitor Cell (HSPC) / Early Myeloid Progenitor	hematopoieticstemprogenitorcellhspcearlymyeloidprogenitor	NA	NA	AVP|CRHBP|HPGDS|CRYGD|NPR3|CPA3|HTR1F|GATA2|C1QTNF4|BAALC|SPINK2|SMIM24|CPXM1|CYTL1|HOXA9|PRSS57|EGFL7|GUCY1A1|NPW|HOXA10	blood	human	healthy_immune	CL:0002031|CL:0002032|CL:0000037|CL:0000837|CL:0001060	hematopoietic lineage restricted progenitor cell|hematopoietic oligopotent progenitor cell|hematopoietic stem cell|hematopoietic multipotent progenitor cell|hematopoietic oligopotent progenitor cell, lineage-negative	0.891|0.87|0.864|0.863|0.852	NA	NA	NA	ambiguous	ab_consistent_ambiguous	NA	NA	evidence_llm_abstain	exact	NA	Mapper A/B consistently returned ambiguous	NA	NA	FALSE	TRUE	FALSE	candidate_set	ambiguous	NA	NA	exact	low	ambiguous	NA	NA	exact	low	FALSE	TRUE	FALSE	NA	NA	NA	a533e70d89fbae7f2d3cbb95611e1257393e761f78d2848d5fa78b35a9157794	159ac52a88bbcfc2926d55017db6895bf85350272fc171abd0be1bd40e5d800c	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_4	enrichment	Conventional Dendritic Cell Type 2 (cDC2)	conventionaldendriticcelltype2cdc2	NA	NA	ENHO|FCER1A|CLEC10A|NDRG2|HLA-DQA1|CD1C|UPK3A|NAPSB|CPVL|CST3|GAS6|HLA-DRB5|GPAT3|HLA-DRB4|HLA-DRB1|IL13RA1|IGSF6|GSN|AREG|ANXA2	blood	human	healthy_immune	CL:0000990|CL:0002320|CL:0000183|CL:2000084|CL:0000484	conventional dendritic cell|connective tissue cell|contractile cell|conjunctiva goblet cell|connective tissue type mast cell	0.947|0.8|0.8|0.784|0.775	NA	NA	NA	mapped_evidence	accept_low_risk	CL:0000990	conventional dendritic cell	evidence_llm	exact	high	A/B consistent; spec=exact	CL:0000990	conventional dendritic cell	TRUE	TRUE	TRUE	single_cl_id	mapped	1	CL:0000990	exact	high	mapped	5	CL:0000990	exact	high	TRUE	TRUE	FALSE	NA	NA	NA	091391b65daf04bdc0fe29761f496bc6584df7e855e0a3d0209e9a8a5007a65b	b366084c7e746440d7d17d0efb58ba24018b549d0d3bf9595015aaed74b244b4	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_5	enrichment	Cytotoxic memory/effector CD8+ T cell (with NK-like features)	cytotoxicmemoryeffectorcd8positiveitivetcellwithnklikefeatures	NA	NA	GZMK|TRGC2|GZMH|CCL4|LYAR|CMC1|CST7|CCL5|DUSP2|GZMA|CD8A|PIK3R1|NKG7|RGS1|FGFBP2|C12orf75|GNLY|IL32|CD8B|KLRK1	blood	human	healthy_immune	CL:0000939|CL:0000910|CL:0000913|CL:0000905|CL:0000908	CD16-positive, CD56-dim natural killer cell, human|cytotoxic T cell|effector memory CD8-positive, alpha-beta T cell|effector memory CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta cytokine secreting effector T cell	0.835|0.831|0.756|0.745|0.745	NA	NA	NA	review	status_mismatch_mixed_signal_mapped	NA	NA	evidence_llm_abstain	exact	NA	status_mismatch_mixed_signal_mapped	CL:0000913	effector memory CD8-positive, alpha-beta T cell	FALSE	TRUE	FALSE	candidate_set	mixed_signal	3	CL:0000913	exact	medium	mapped	3	CL:0000913	exact	high	TRUE	TRUE	FALSE	NA	NA	NA	136cffc233b8aad7d74afce9048c307f043e77b0e103144f9ca5e2a7f40035bf	d8179523bf0329af33a4c84020e16db1d7d4e8abb53168e116f4c8f3529c1bb9	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_6	enrichment	Erythroid precursor (orthochromatic erythroblast)	erythroidprecursororthochromaticerythroblast	NA	NA	CTSE|GYPA|AHSP|NMU|CA1|HBM|GYPB|SLC25A21|PKLR|HBB|HBD|EPB42|FAM178B|CR1L|KLF1|EPCAM|ALAS2|SELENBP1|HBG2|KCNH2	blood	human	healthy_immune	CL:0000038|CL:0000574|CL:0000764|CL:0001066|CL:0000232	erythroid progenitor cell|erythrophore|erythroid lineage cell|erythroid progenitor cell, mammalian|erythrocyte	0.835|0.821|0.807|0.805|0.797	NA	NA	NA	parent_only	ab_parent_child	CL:0000038	erythroid progenitor cell	evidence_llm	broadened	NA	A_ancestor_of_B	CL:0000038	erythroid progenitor cell	TRUE	TRUE	TRUE	single_cl_id	mapped	1	CL:0000038	broadened	medium	mapped	2	CL:0001066	broadened	medium	FALSE	TRUE	FALSE	NA	NA	NA	53ba5697747c89b3f719d8a4829ca283b925e3af0263c017ccbd5f7d732b9b79	686ce18571ba6d798ab856cebb0bd25cb7d1bad6b8346668aa1ae8860dff1b94	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_7	enrichment	Platelet / Megakaryocyte	plateletmegakaryocyte	NA	NA	TMEM40|PPBP|PF4|CLEC1B|GP9|TREML1|TUBB1|CMTM5|PF4V1|ACRBP|MYL9|SEPT5-GP1BB|CAVIN2|ITGB3|GNG11|GP1BB|ITGA2B|CTTN|SPARC|RGS18	blood	human	healthy_immune	CL:0000233|CL:0000394|CL:0002359|CL:4033087|CL:0000784	platelet|plasmatocyte|placental hematopoietic stem cell|placental resident macrophage|plasmacytoid dendritic cell	0.876|0.806|0.777|0.769|0.768	NA	NA	FALSE	review	mixed_component_mismatch	NA	NA	evidence_llm_abstain	exact	NA	A components=CL:0000233|CL:0000394; B components=CL:4033087|CL:0000233	CL:0000233	platelet	FALSE	TRUE	FALSE	candidate_set	mixed_identity	1	CL:0000233	exact	high	mixed_identity	5	CL:0000233	exact	high	TRUE	TRUE	FALSE	NA	NA	NA	c84697717303de1fd11690e94569469e8b8ca0904f9f37a1995dac78b4f8da8f	39ede11de5eaafb9dd6a80f495e9f84f9d6d35d6a83c50bbdd4b85b7f54cde11	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_8	enrichment	mesenchymal stem cell	mesenchymalstemcell	CL:0000134	NA	NA	blood	human	healthy_immune	CL:0000134	mesenchymal stem cell	NA	NA	NA	NA	mapped	deterministic	CL:0000134	mesenchymal stem cell	provided_valid_clid	exact	NA	deterministic	CL:0000134	mesenchymal stem cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Census_immune	cluster_9	enrichment	naive/mature B cell	naivematurebcell	NA	NA	FCER2|MS4A1|BANK1|TNFRSF13C|IGHM|CD22|CD79A|RALGPS2|P2RX5|MARCHF1|PLPP5|HVCN1|NIBAN3|RUBCNL|CD74|MEF2C|HLA-DMB|CD83|TCL1A|IRF8	blood	human	healthy_immune	CL:0000898|CL:0000788|CL:0002677|CL:0000540|CL:0001045	naive T cell|naive B cell|naive regulatory T cell|neuron|naive CCR4-positive regulatory T cell	0.905|0.895|0.865|0.819|0.818	NA	NA	NA	mapped_evidence	accept_after_verifier	CL:0000788	naive B cell	evidence_llm	exact	high	A/B consistent; spec=exact	CL:0000788	naive B cell	TRUE	TRUE	TRUE	single_cl_id	mapped	2	CL:0000788	exact	high	mapped	4	CL:0000788	exact	high	TRUE	TRUE	TRUE	accept	NA	accept	dfff2b3b0784509e06b0b0c6e780881d3092a7c0480cffb32253947fa8a0fc5a	285908d7faf68612d752ad7860cfdb3068dc76d461cd16f43027c14637ff04a0	838a5017b647dac642aa5eab0ba5fc05c32aa9dc1a86fd806588806c9b4ce89a	07b_inter_summary/summary.csv	20260803_165902	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_1	cassia	T lymphocyte (αβ T cell)	tlymphocytealphabetatcell	NA	NA	TBC1D16|TTF2|GOLGA6L22|S100A1|RUSC2|SLC25A27|TRAV3|SLC2A1-DT|LIX1L|TRBV28|GALNT9|CLEC2D|KLRB1|ACAP1|ZRANB3|ARHGAP15|TRAF3IP3|IQUB|CNP|RGS1	lung	human	health_and_disease_reference_atlas	CL:0000084|CL:0000789|CL:0002293|CL:0000958|CL:0000959	T cell|alpha-beta T cell|epithelial cell of thymus|T1 B cell|T2 B cell	0.888|0.808|0.788|0.786|0.786	NA	NA	NA	mapped_evidence	accept_after_verifier	CL:0000789	alpha-beta T cell	evidence_llm	exact	high	A/B consistent; spec=exact	CL:0000789	alpha-beta T cell	TRUE	TRUE	TRUE	single_cl_id	mapped	2	CL:0000789	exact	high	mapped	4	CL:0000789	exact	high	TRUE	TRUE	TRUE	accept	NA	accept	84b99076e4596c94a4889bc12577e1a6dace08cc94d039d6d8bc4c6b4204d205	833d4675324a9b04ff37631684c4d6d79a2e8c811d7e9ea9adbd58bfc5f2a02e	eedb1d8166faa1104e678cd3fb19e64c124acc83cf80ebe27b09d83c90bb2b99	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_10	cassia	Lung epithelial cell, specifically alveolar type 2 (AT2) epithelial cell / AT2-lineage cell.	lungepithelialcellspecificallyalveolartype2at2epithelialcellat2lineagecell	NA	88	BMP1|PGC|NEUROG3|RGPD2|CYTL1|ROS1|CPB2|SFTPC|ANAPC10|NR1H2|DYDC2|LAMP3|RASGRF1|ENHO|TMEFF2|ADAMDEC1|CRTAC1|WWP1|USP39|KCTD5	lung	human	health_and_disease_reference_atlas	CL:0000082|CL:1000271|CL:1001567|CL:4028001|CL:0002063	epithelial cell of lung|lung multiciliated epithelial cell|lung endothelial cell|pulmonary capillary endothelial cell|pulmonary alveolar type 2 cell	0.849|0.785|0.784|0.775|0.774	NA	NA	NA	mapped_evidence	accept_after_verifier	CL:0002063	pulmonary alveolar type 2 cell	evidence_llm	exact	high	A/B consistent; spec=exact	CL:0002063	pulmonary alveolar type 2 cell	TRUE	TRUE	TRUE	single_cl_id	mapped	5	CL:0002063	exact	high	mapped	1	CL:0002063	exact	high	TRUE	TRUE	TRUE	accept	NA	accept	3306eb632a7bdeb3fa67c96635ee63db25abad547433a445d234d38d5cd4c3ab	5e74ef848ce2bf15dea4efc925e5ce38010f7ce253aee882b771322ec100c3af	ceb4571c17389568d79827c20719ae590ca913297cabc140c1ccc207d83d3d28	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_11	cassia	Mesothelial cells	mesothelialcell	NA	NA	NA	lung	human	health_and_disease_reference_atlas	CL:0000077	mesothelial cell	NA	NA	NA	NA	mapped	deterministic	CL:0000077	mesothelial cell	normalized	exact	NA	deterministic	CL:0000077	mesothelial cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
